SalePrice,OverallCond,OverallQual,YearBuilt,YearRemodAdd,MoSold,YrSold,LotArea,TotalBath,BedroomAbvGr,GarageCars
394617,5,8,2008,2008,11,2008,12444,2.0,2,3
149700,7,6,1957,1996,4,2010,7407,1.0,2,2
197000,6,7,1979,1979,11,2007,11584,2.5,3,2
191000,7,6,1922,1994,9,2008,11526,2.0,3,2
149300,5,6,2004,2004,5,2008,4426,1.0,1,2
310000,5,10,2008,2008,4,2009,11003,2.5,3,3
121000,6,6,1916,1950,5,2009,8854,1.0,2,1
179600,5,7,2004,2004,11,2007,8500,2.0,3,2
129000,5,6,1966,1966,5,2007,8400,1.0,3,1
157900,7,5,1962,1962,4,2010,26142,1.0,3,1
240000,5,8,1995,1996,12,2007,10000,2.5,3,2
112000,7,4,1910,2000,5,2007,11767,1.5,2,1
92000,7,5,1970,1970,8,2006,1533,1.0,1,0
136000,5,5,1974,1974,9,2009,9000,3.0,4,0
287090,5,8,2008,2009,5,2009,9262,2.0,3,3
145000,5,5,2005,2005,5,2006,3675,1.0,2,2
84500,5,5,2006,2006,7,2006,17217,1.0,3,0
185000,5,7,2004,2005,10,2009,7500,2.0,2,2
175000,5,6,1999,2000,8,2007,7917,2.5,3,2
210000,6,6,1978,1988,2,2010,13175,2.0,3,2
266500,9,7,1941,2006,5,2010,9042,2.0,4,1
142125,6,5,1950,1996,4,2010,9717,1.0,2,1
147500,6,5,1965,1965,6,2008,9937,1.5,3,1
